Label,Label2,Text,Predictions
正面,非常正面,我/覺得/行政院/應該/要/把/細項/公佈/如果/億/裡面/大部分/是/買/設備/跟/機具/那/沒/話/說/如果/都/拿去/裝潢/整修/我/只/能/說/亂/搞/一/通,[0.9533791  0.04662093]
正面,稍微正面,欸/欸/郭/只不過/可能/說/一/句/讓/大哥/先/做/四/年/馬上/被/八卦/炮轟/欸/奇怪/惹/年輕人/一/堆/打/的/現在/是/怎樣/代謝/光/惹/喔/讓/郭當正/的/也/沒/啥/不/好/吧,[0.7863568  0.21364324]
負面,非常負面,呂雅筑/之/銘言/塔綠班/用/灑幣/政策/代表/急/了/最近/又/開始/狂捧/郭/也/是/急/了/塔綠班/現在/出/這/種/招/就/是/承認/現實/柯文哲/已經/確定/當選/了/只要/任何/一/個/議長/倒/戈柯文哲/這/個/訊號/一/出/柯文哲/就/可/自行/宣布/當選/我/看/很/穩要/到/囉/柯昌館/合體/民調/一定/要/黃金/交叉/我/跟/你/講/現在/就/等/那/信號/一/響/反/綠/大聯盟/必然/要/逆轉/勝/就/等/一/個/人/只要/民調/黃金/交叉/反轉/台灣/是/指日可待/看/要/中華民國/萬歲/還是/要/兩岸/一/家/親/都/可以/正義/善良/又/要/班師/回/朝/囉,[0.00224291 0.99775714]
正面,非常正面,如果說/年前/國民黨/黑箱/掉/初選/讓/韓/出線/那/這/次/初選/應該/就/沒/話/說/了/吧/當時/侯/確實/是/比/郭還強/初選/前/說/不論/結果/如何/都/會/尊重/並/支持/最後/贏家/結果/現在/各/種/小/動作/又/喊/先/讓/大哥/做年/到底/郭董/那麼/委曲求全/也/要/爭/的/總統/對/他/有/啥/魔力,[0.96382296 0.03617705]
正面,稍微正面,去年/月/來/個/全/台/縣市長/議員/巡迴/站台/現在/國民黨/推/的/總統/候選人/就/叫/郭台銘/結果/都/被/侯友宜/幹掉/了/才/在/到處/跑/行程/明明/成本/最/小/能/得到/的/東西/去年/不/先/做/現在/民調/墊底/的/他/到底/在/忙/啥/意思/啊/郭台銘/身為/第四/名/哪/來/自信/整合/二三/名/還是/很/難/理解/去年/到底/為啥/不/先/準備,[0.81627387 0.18372618]
負面,非常負面,八卦/打/了/四/年/我/以為/柯少/說/賴/頂多/主流/民意版/這麼/挺/柯/應該/穩贏/吧/畢竟/是/主流/民意/當然/偶爾/有/些/人/自命/不凡/除外/啦,[0.00702843 0.9929716 ]
正面,非常正面,沒有/老馬/支持/黨主席/執政/後/兼任/黨主席/現在/朱立倫/有/當年/馬光武/中興/的/光環/嗎/現在/侯友宜/有/當年/馬光武/中興/的/光環/嗎/什麼/刀/都/沒有用/既/不/是/切除/壞/細胞/手術刀/也/不/是/多功能/的/瑞士刀/就/問/老現在/在野黨/不/主攻/執政黨/狂打/台北市/和/白色/力量/是/在/幹嘛/侯友宜/是/要/選/總統/還是/選/台北/市長/侯友宜/是/要/選/總統/還是/要/選/捷運局長/交通局長/藍線/含/延伸線/黃線/好意思/說/都/是/新北市/自己/蓋/的/台北市/都/隱形人/交通部/隱形人/核一/重啟/提/一/兩/天/被/執政黨/回嗆/然後/下面/沒有/惹/就/問/你/到底/核能/還/知不支持/是/啟動/舊/廠/還是/蓋/新廠/含/小型/核機組/提/當兵/四/個/月/討好/役男/被/外界/質疑/國防/兵源/和/違反/美國/建議/又/縮惹/又/問/你/打仗/的/兵/從/哪裡/來/以前/不/是/很/愛/笑/草莓兵/現/回復/疫期/加強/訓練/又/不要/提/居住/正義/那/大/房東/要不要/主動/降價/嘉惠/當地/學子/這/個/最/有感/居住/正義/屯房稅/新北市/自治/條例/可以/先/做/怎麼/不/做/引述/神靈/幻想/之/銘言/印象/當初/金小刀/出來/時政/黑藍粉/都/會/說/侯穩/了/然後/深綠猴粉/也/幫忙/加持/結果/七月/民調/出來/發現/猴猴/還是/老三/金/小刀/過譽/了,[0.96479625 0.03520381]
負面,非常負面,先/上/為什麼/會/特別/提/這/個/鬼/地方/呢/我/猜/這/塊/地/有/很/大/的/機率/是/在/鹿鳴/山莊/因為/本/肥/還/真的/去/過/一/次/老媽/的/一/個/朋友/在/這邊/買/了/農地/還是/林地/蓋/了/豪華/農舍/這/個/山莊/就/是/一/塊/一/塊/的/地/賣給/你/然後/讓/你/自己/去/蓋滿/適合/喜歡/爬山/的/老人/把/這/當/度假/小屋/不過/要/開車/上去/真的/有夠/麻煩坡/有點/陡離/市中心/遠,[0.01993187 0.98006815]
正面,非常正面,不/是/耶/寄生蟲/高宏安/同樣/也/是/民眾黨/阿選/前/選後/怎麼/新聞/差/這麼多/是/記者/都/懶得/跑/新竹/一/趟/了/嗎/是/有/這麼/攬/嗎/還/有/檢調/進度/到/哪/啦/土城安/的/房間/準備好/了/沒/一/輩子/都/在/寄生/別人/上去/的/人/會/是/好人/嗎好/了/拉/插班生,[0.9964908  0.00350926]
負面,非常負面,侯又??/民調/第三/了/已經/算/不清/第幾/份/了/而且/確定/不會/換/侯/而且/金/小刀/來/之後/利多/出盡/加速/落底/提前/下市/不/換侯/的/結果/就/是/會/被/棄保/的/更/乾淨/而已/提前/祝賀/柯/師傅/了/現在/賴桑/很/緊張/第一/第二/快/到/誤差/範圍/之內/了/大撒幣/撒下去/看看/還/能/開出/什麼/支票,[0.02875441 0.9712455 ]
負面,非常負面,新聞/網址/完整/新聞/標題/新/頭殼/民調/賴清德/柯文哲/侯友宜/完整/新聞/內容/記者/呂晏慈/台北/報導/總統/選戰/如火如荼/網路/媒體/新/頭殼/日/公布/最/新/手機/簡訊/民調/結果/民進黨/參選人/賴清德/以/支持度/領先/民眾黨/參選人/柯文哲/國民黨/參選人/侯友宜/賴柯/差距/值得/注意/的/是/柯文哲/總體/支持度/突破成/且/在/過去/國民黨戰/優勢/的/桃竹苗/花東/等/地區/取得/明顯/領先/根據/該/份/民調/結果/當/被/詢問/總統/大選/您/會/投給/誰/回答/侯友宜/者/佔/賴清德/柯文哲/尚未/決定/民調/顯示/在/年齡/方面/至/歲/年輕/族群/中/柯文哲/以/高/支持度/領先/賴清德/的/及/侯友宜/的/至歲/族群/柯文哲/還是/享有/高/支持度/賴清德/侯友宜/至/歲/族群/柯文哲/賴清德/侯友宜/直到/歲/以後/賴清德/才/逆轉/這/個/劣勢/至歲/部分/賴清德/侯友宜/柯文哲/至/歲/部分/分別/為/賴清德/侯友宜/柯文哲/歲/及/以上/是/侯友宜/在/各/年齡層/唯一/領先/者/侯友宜/賴清德/柯文哲/值得/注意/的/是/在/區域/方面/過去/國民黨/享有/優勢/的/桃竹苗/區域/甚至/花東/地區/都/由/柯文哲/拿下/第一/在/桃園市/部分/侯友宜/賴清德/柯文哲/新竹縣/部分/侯友宜/賴清德/柯文哲/新竹市/部分/則/是/柯文哲/獲/最/高/支持/的/地區/侯友宜/賴清德/柯文哲/苗栗縣/部分/侯友宜/賴清德/柯文哲/花蓮縣/部分/侯友宜/賴清德/柯文哲/台東縣/部分/侯友宜/賴清德/柯文哲/至於/一向/被/視為/搖擺州/的/台中市/彰化縣/柯文哲/則/些微/領先/賴清德/在/台中市/部分/侯友宜/賴清德/柯文哲/在/彰化縣/部分/侯友宜/賴清德/柯文哲/也/是/另外/在/侯友宜/的/故鄉/嘉義縣/柯文哲/居然/以/相當/大/差距/領先/其他/兩/個/對手/支持度/分別/是/侯友宜/賴清德/柯文哲/此/次/網路/簡訊/民調/由/新聞/網站/透過/手機/電話/於/月/日/及/月/日/兩/天/隨機/發送/簡訊/邀請/回答/線上/問卷/每/一/通/簡訊/都/有/獨立/網址/避免/遭到/灌票/或/濫用/一共/成功/回收份/有效/問卷/在/信心/水準/下/正負/誤差/範圍/約/為了/避免/誘導/新/頭殼/問卷/網站/對於/主要/候選人/順序/都/以/隨機/方式/呈現/並且/就/性別/年齡/地區/教育/程度/分別/加權/以/符合/整體/母數/附註/心得/想法/哇連/綠/頭殼/都/已經/變誤差/範圍/了/功德/這/種/垃圾/補貼/私大/的/大撒幣/政策/終於/玩火/自焚/了/配合/上午/震/傳媒/的/民調/服貿/議題/柯/不僅/沒/掉/還/穩穩/上升/塔綠班/就/繼續/亂/咬/阿呵/呵,[0.01781722 0.9821828 ]
正面,稍微正面,講/郭董/扯後腿/的/邏輯/還好/嗎/開始/是/誰/去/點燃/他/的/人家/最早/又/沒/表明/要/選/是/你/朱/主席/為了/要/贊助/又/去/燃燒/郭老/的/蠟燭/結果/莊孝維/又/詐騙/郭老/第二/次/想不到/這/星星/之/火/燎原/燒/起來/就/撒手/不管/了/放給/整/個/黨/一起/承受/開始/不要/去/撩郭/就/好/啦/吃飽/沒/事/做,[0.6497596  0.35024038]
正面,非常正面,之前/跟/蔡英文/不/合/做/的/事/卻/差不多/啊/問到/得/事情/轉頭/就/走/不/回應/問到/性騷擾/事件/也/是/不/回應/遊行/也/是/不/回應/我/看/根本/不會/不會/出席/啊/就/直接/講/不/就/好/了/柯/再/怎麼/討厭/也/是/有/那/個/氣魄/格局/回應/賴/這/種/裝死仔/還/有/以上/台灣/還/想要/再/協尋/總統/四/年/嗎,[9.991968e-01 8.031390e-04]
負面,稍微負面,民進黨/的/黨綱/是/台灣/獨立/不過/民進黨/的/選民/跟/選舉人/都/有/邏輯/上/的/問題/他們/口口聲聲/說/要/台獨/結果/宣誓/的/是/中華民國/總統/那/我/就/好奇/了/民進黨/到底/是/在/捍衛/台灣/還是/中華民國/我們/還是/清朝過來/的/那/個/中華民國/嗎/還是/我們/是/日本人/過來/的/台灣/大家/覺得/呢,[0.16334392 0.83665603]
負面,非常負面,想到/去年/篇/高虹安/的/盛況/去年/涉入/高虹安/詐領/助理費/的/事情/從/號/檢方/二/度/傳訊/之後/就/靜悄悄/當時/說/收/網/中/近日/會/起訴到/現在/又/過/了/兩/個/月/檢方/是/不/是/正在/養案/等/年底/時機/成熟/直接/複製/當年/宋楚瑜/興票案/給/民眾黨/跟/柯文哲/一/個/大/禮/我/看/這/個/機率/應該/不/是/而是/這/案件/應該/不/難/辦/而且/辦/得/好/絕對/升官/發財/吃香/喝/辣/沒/安/個/七/年/貪汙罪/怎麼/可能/放過,[0.02169611 0.9783039 ]
負面,非常負面,自由/黃皓宸/侯友宜/提合/憲九二/共識/江啟臣/反/台獨/可/讓/藍營/獲/中間/選民/認同/國民黨/總統/參選人/侯友宜/昨/接受/媒體/專訪/時/表態/支持/合乎/中華民國/憲法/的/九二/共識/國民黨/立委/江啟臣/今/表示/侯/將/中華民國/立場/上/的/九二/共識/說清楚/有助於/澄清/未來/兩岸/的/發展/也/用/憲法/定位/兩岸/是/最/大/公約數/反對/任何/消滅/中華民國/的/主張/包括/反對/台獨/可/讓/藍營/得到/更多/藍營/及/中間/選民/的/認同/江啟臣/表示/近日/在/前/國民黨/秘書長/李乾龍/餐敘/上/他/向/侯友宜/說明/基於/中華民國/憲法/的/九二/共識/後來/侯/競辦/團隊/也/向/他/索取/資料/參考/江啟臣/表示/用/憲法/定位/兩岸/關係/是/最/大/公約數/甚至/是/美/中/台/三/方/關係/的/護欄/是/他/擔任/國民黨/主席/任內/經/內部/討論/諮詢/後/在/當時/形成/的/內部/共識/也/在/全代會/上/報告/獲得/通過/是/基於/憲法/的/九二/共識/是/為/讓/大家/更/清楚/了/解/九二/共識/原意因/在/年/不管/是/中共/講話/或/綠營/操作/當年/在/選舉/下/讓/九二/共識/被/抹紅/抹黑/原意/被/扭曲/成為/國民黨/在/兩岸/論述/上/大/挑戰/江啟臣/強調/經/討論/後/覺得/應/再次/讓/大家/清楚/知道/原汁/原味/的/九二/共識/原意/透過/憲法/來/定位/兩岸/關係/是/最/大/公約數/若/不/認同/的/就/請/去/修改/憲法/也/是/對/外/宣示/反對/任何/消滅/中華民國/的/主張/例如/反對/台獨/讓/藍營/可/獲得/更多/選票/的/認同/國民黨/立委/李德維/也/表示/侯/把/中華民國/立場/上/的/九二/共識/說清楚/有助於/澄清/未來/兩岸/關係/的/發展/以/憲法/上/為/基礎/的/九二/共識/是/國民黨/追求/的/主張/但/過去/民進黨/不斷/地/污名化/故侯/說清楚/講/明白/有助/澄清/未來/兩岸/關係/的/發展/李德維/強調/兩岸/連結/包括/國防/兵役/經貿/發展/等/民進黨/一定/會/拿/此/做/文章/但/民進黨/上台/也/不/敢/把/取消/對/兩岸/解決/爭議/的/九二/共識/也/只/會/扣紅/帽子/打壓/在/台灣/顏色/才/是/最/重要/的/標準/啦/披/著/綠皮/想/跟習/大大/吃飯/都/沒/問題/批/著/綠/皮/跟/中國/貿易/逆差/是/中國/需要/台灣/披/著/綠/皮/跟/不/是/糖衣/毒藥,[0.00519401 0.994806  ]
負面,非常負面,我/就/不/提/這/背後/是否/有/意義/了/但/大家/順著/題目/想/一下/想到/柯文哲/的/家人/你/腦/中/浮現/幾/張/臉孔/請/作答想到/馬英九/的/家人/你/腦/中/浮現/幾/張/臉孔/請/作答想到/陳水扁/的/家人/你/腦/中/浮現/幾/張/臉孔/請/作答想到/蔡英文/的/家人/你/腦/中/浮現/幾/張/臉孔/請/作答/先/不要/管/你/對/這些/人/的/評價/先/想想/數量/的/問題/就/好/想/一下,[0.007963   0.99203694]
負面,非常負面,難道/政黑/也/是/扶龍王/想想/也/是/畢竟/政黑/在/這/之前/也/打拜/登政黑/也/說/不會/被/罷/你/越/打/柯我越/挺/柯柯文哲/就/如同/楊逵/的/作品/壓/不/扁/的/玫瑰/台灣人/的/傲骨/精神/在/柯文哲/身/上/重現/有/請/政黑/繼續/打/柯罵柯/最後/明年/看/柯/總統/出現/坐等/政黑/某些/人/崩潰,[0.0444651 0.9555349]
負面,稍微負面,他/可不可以/用/英文/跟/人家/直接/問答/用字/遣詞/錯/一/個/字/或者/是/會/錯意/都/會/有/麻煩/的/應該/可以/帶/保母/小刀/以/信/朱朱/我/看/馬英九/最近/對/侯/拉抬/這麼/的/賣力/還是/乾脆/就/老馬/親自/上場/前總統/超級/重量級/保母/絕對/超穩/一/個/哈佛/的/在/幫/一/個/警大/的/抬轎/然後/親自/對/美國人/說/這/就/是/我/的/路線/的/繼任/者/那/個/畫面面/美/到/不行,[0.12122907 0.8787709 ]
負面,稍微負面,就是/那/個/要/去/參加/畸零王/辦/的/居住/正義/大/遊行/的/包租/公侯友宜/啦/數位/創作/者/黃語熙/爆料/國民黨/總統/參選人/侯友宜/原本/以/妻子/名下/陽明山/土地/高價/出租給/文化/大學/當/學生/宿舍/有/個/門牌/的/大/群館/現在/已經/改名/而且/套房/還/變成/間/以間/最/低/月租/萬/元/計算/月/收/高達/萬/元/黃語熙/查閱/已經/改名為/凱旋苑/的/前/大群館/臉書/目前/由/新壽/公司/負責/管理/維護/臉書/於/月/日出/新/的/套房/牌價表/每/間/都/是/坪/左右/分/單人/房型/與/雙人/房型/房租/從/每/月/萬/元/至/萬/元/不等/以/層/樓/每/層/有/個/房號/計算/扣除/洗衣坊/與/管理/中心/共/有/間/套房/出租/粗估/月/收/萬/元/以上/侯友宜/是/在/年/被/爆出/以/妻子/名下/土地/出租給/文化/大學/當/學生/宿舍/當時/文大/每/年/賠本/給/侯萬元/租金/而/侯年年/調漲/租金/甚至/還/拿/教育部/每/年/萬/元/的/私校/補助/經費/當時/立委/段宜康/指出/該/處/土地/依/規定/只/能/作為/集合/住宅/不能/變成/寄宿/單位/但/侯/以/建築物/每/戶/都/各自/有/獨立/水電/與/門牌/為由/規避/法規/儘管/被/台北市/都發局/認定/土地/使用/違法/但/出租/情形/沒/變/反而/現在/又/被/網友/爆出/套房/還/增加/了/每/間/坪/每/月/房租/要/萬/元/至/萬/元/靠北/這/什麼/凱旋苑/應該/叫/凱子苑/吧/這/租金/比/市區/還/貴耶/房間數/還/能/增加/喔/蔣/市長/不/去/查/一/查/嗎,[0.3472725  0.65272754]
正面,非常正面,所以/我/說/那/個/大/巨蛋/到底/有/沒/有/符合/法規/還/有/安全/規範/到底/要不要/重蓋/要不要/換/建商/還是/重罰/建商/讓/他們/自己/出/費用/重來/還是/跟/他們/毀約/柯文哲/你/都/要/卸任/了/你/到底/處理好/了/沒,[0.92975545 0.07024456]
正面,非常正面,之/銘言/標題/新聞/被/要求/原價/賣/房館長/發/大飆/律師/酸/居住/正/時間,[0.9989114  0.00108859]
正面,稍微正面,個/字/之/銘言/引述/老鷹/鴨霸/西米露/之/銘言/一/圖/流/剛/在/又/翻車板/看到/的/這/啥/小啦/有/沒/有/人/可以/解釋/一下/我/一直/以為/辦公室/只是/整合/各/政府/機構/疊床架屋/原來/還/真的/有/實體/要/花錢/整修/喔/你/都/覺得/離奇/了/有沒有/去/陳琬惠/找/一下/原圖/最/神奇/的/是/沒有/原圖/就/作圖/上/有/好心/人士/邊/看/記者會/編作/圖真/的/貼心/最/好笑/的/是/這/種/預算/問題/不/是/立法委員/行文/行政院/就/能/得到/的/詳細/數據/記者會/爆料/人家/當天/回覆/預算/購買/的/系統/基層/都/不用/休息/逆/之/前炮/很/大/的/宣導/原來/只/占/比/不到/並/不/是/億/用來/宣導/我們/誤會/政府/了/推文/有/口罩/販賣機/發限/十/名/發完/為止/喔/民眾黨/立委/這/種/實力/是/有點/太/差/了/這/種/內部/質詢/就/能/得到/的/預算/答案/還要/開/記者會/爆料/還是/秀/個/公文/說/都/要/不/到/行政院/黑箱/作業/這樣/才/有/爆點/好/嗎/其實/王鴻薇/早/就/問/過/了/但是/問/說/花/在/哪/相關/部門/還/一直/翻/資料/還/翻/不/太/到/答案/的/不/就/跟/棒球場/一樣/裝皮皮/質詢/混/一/混/資料/不/公開/民代/哪/有/你/辦法/只好/開/記者/會/讓/全民/到/鴨霸/的/是/誰/阿,[0.7948219  0.20517805]
正面,非常正面,民主/素質/就/這/今天/出來/反抗/政府/的/人/結果/他/的/家人/在/跟/政府/做生意/他/就/不能/出來/了/喔/笑死/人民主/是/獨立/個體/真/要/這/要/攀親帶/故/要不要/先/檢討/自己/家人/家族/有/房子/就/不能/討論/居住/正義/喔/為何/就/要/逼/家人/親戚/賤/賣/房子/笑死/人,[0.97033757 0.02966245]
負面,非常負面,王毅/喊話/日/韓/頭髮/染/再/黃/鼻子/修/再/尖/也/變/不/成/西方人/中時/林勁傑/中共/中央/政治局/委員/中央/外事/工作/委員會/辦公室/主任/王毅/昨/會見/出席/年/中/日/韓/合作/國際/論壇/主要/嘉賓/談及/中/日/韓/合作/時/表示/歐美人/分/不清/中/日/韓/無論/頭髮/染/的/再/黃/鼻子/修/的/再/尖/也/變/不/成/西方人/要/知道/自己/的/根/在/什麼/地方/三/國/合作/可以/振興/亞洲/造福/世界/王毅/出席/國際/論壇/開幕式/並/致辭/強調/要/通過/此/次/論壇/在/青島/發出/中/日/韓/合作/重整/行裝/再/出發/的/明確/信號/王毅/表示/多/年/來/中/日/韓/合作/從/無/到/有/從小到大/逐步/成長為/亞洲/最/具/影響力/的/次/區域/合作/機制/為/三/國/和/亞洲/的/現代化/發展/提供/了/重要/動力/王毅/強調/站/在/時代/的/十字路口/中/日/韓/三/方/應當/把握/潮流/大勢/汲取/歷史/智慧/堅定/維護/三/國/合作/的/正確/方向/要/堅持/相互/尊重/和睦/相處/堅持/開放/包容/彼此/成就/堅持/獨立/自主/團結/自強/王毅/指出/亞洲/的/和平/需要/三/方/共同/呵護/亞洲/的/繁榮/需要/三/方/共同/推動/亞洲/的/振興/需要/三/方/共同/奮鬥/為/此/中方/建議/一/要/加強/互信/攜手/維護/地區/和平/穩定/二/要/加強/互惠/攜手/打造/經濟/增長/動能/三/要/加強/互聯/攜手/推進/區域/經濟/一體化/四/要/加強/互助/攜手/應/對/共同/挑戰/五/要/加強/交流/互鑑/攜手/培育/社會/民意/基礎,[0.00460806 0.99539196]
負面,非常負面,高嘉瑜/的/國發所/論文/是/不/是/現今/政壇/少數/可信/的/阿通師/手下/學生/是/不/是/就/他/最/經得起/考驗/因為/不只/藍/會/檢視/她/的/論文/連/自己人/都/會/想/辦法/弄/他/高嘉瑜/算是/清流/嗎/哈/哈/哈,[0.00160624 0.9983937 ]
負面,稍微負面,怎/辦/已經/那麼/久/了/全/台/最好/候選人/柯文哲/民調/還是/輸/賴藍營/還要/來/蹭/該/如何/才/能/在/藍/綠/夾縫/中/求/生存/擺脫/藍營/糾纏/衝過/賴清德/民調/變成/最/高/請版/上/高手/能否/認真/回文/建議/如何/才/能/擺脫/藍營/糾纏/民調/超過/賴,[0.3413891  0.65861094]
負面,非常負面,這些/東西/早/就/有/了/啦不然/科技/犯罪/是/怎麼/抓到/的/藍道/是/怎麼/抓到/的/藍道/是/用/加密/通訊/軟體/虛擬/貨幣/層層/分工/還是/被/抓到/證明/這些/方法/早/就/有/了/當年/張錫銘/不用/手機/只是/上線/玩/天堂/就/被/抓到/或是/救難/時/用/手機/訊號/定位/追/人/這些/東西/都/是/現成/的/只/是/需要/整合/而已/有/需要/花/到/六億/嗎/而且/套/句/蔡/說/的/後/就/沒有/她/的/事/啦/現在/只是/要/幫賴/的/選情/演/一下/而已/來/看看/這些/預算/的/細項/虛擬/資產/扣押物/系統/建置/虛擬/金流/分析/工具/虛擬/資產/扣押物/監管/系統/專案/指揮/暨/資料/研析/協作/平台/行動/通訊/偵蒐/系統/境/外/行動/門號/國內/漫遊/網路/連線/查詢/系統/手機/蒐證/軟體/電腦/鑑識/工作站/以上/億/政府/補助/電信/業者/攔阻/及/警示/建置/費用/以上億/啊/這/個/也/很/好笑/這/不/就/的/功能/這樣/要/一億/喔/可以/給/我/五千萬/我/幫/政府/建/一/個/進用/檢察官/助理/一百/人/台灣/高檢署/挹注/打詐/資源/以/上億/民眾黨/跟/自費/義勇軍/又/聯手/拉陳姓/立委/開/記者會/八卦板/立刻/跟上/然後/哥/你/是/醫師/我/知道/你/絕對/不/是/網軍/你/只是/上班/無聊/發/一下/風向文/然後/被/我/抓來/打/臉/西西/推文/開放/柯布林粉/崩潰/喔,[0.03311696 0.96688306]
正面,稍微正面,新聞/網址/新聞/來源/新/頭殼/完整/新聞/標題/黃國昌/口/中/畸零地/爆坪網/原來/是/畸零王/完整/新聞/內容/時代/力量/前/立委/黃國昌/喊/居住/正義/將/與/館長/陳之漢/舉辦/公平/正義/救/台灣/活動/被/揪出/名下/登記/多達/筆/土地/與/房產/時/對/外/駁斥/聲稱/那/筆/土地/全/是/種菜/的/畸零地/結果/有/網友/搜尋/監察院/廉政/專刊/赫然/發現/黃/的/畸零地/包括/坪/以上/的/房子/有/戶/還/有/一/塊/分/多/的/土地/多/坪/如果/算上/配偶/家屬/黃國昌/一/家/大概/有/分地/網友/搜尋/的/是/黃國昌/仍/擔任/立委/時年/第/期/廉政/專刊/在/第/頁/關於/黃國昌/申報/的/不動產/部分/土地/有/筆/其中/新北市/汐止區/白雲段/有/塊/平方公尺/土地/約坪/是/黃國昌/名下/最/大/塊/土地/而/最/小/的/只有/平方公尺/也/在/白雲段/至於/建物/方面/一樣/是/新北市/汐止區/白雲段/黃國昌/擁有/間/平方公尺/至/平方公尺/約/至/坪/不等/的/房子/申報/共筆/在/臉書/表示/不解/質疑/台灣人/為什麼/這麼/容易/喜歡/說謊/的/人/而且/還/一/查/就/破/的/謊/他/指出/黃國昌/申報/的/平方公尺/大約/坪/以下/土地/應該/都/可以/當做/畸零地/當然/真的/要/蓋/也/是/可以/啦/這樣/算筆/但是/黃國昌/有/說/坪/以上/的/房子/有/戶/嗎/然後/還/有/筆分/地/筆/多/坪/的/土地/如果/算上/配偶/家屬/黃國昌/一/家/的/地/大概/有/分/地/左右/感嘆/黃國昌/真是/充滿/了/社會/正義/的/地主/有/網友/說明/分/地約/等於/坪/網友/直/呼/原來/是/畸零王/啊/但/也/有/昌粉/反駁/表示/持有/土地/房產/不能/出來/講/居住/正義/嗎/那/蔡英文/也/有/筆/土地/出來/喊/居住/正義/是/在/哈囉/立刻/被/其他/網友/洗臉/指/蔡英文/的/地/幾乎/全/都/是/共同/繼承/來/的/而且/都/是/持有/部分股/跟/黃國昌/買來/持有/的/畸零地/能/一樣/嗎/許姓/網友/表示/黃國昌/是/打/著/公平/正義/的/名號/再/看/不清/這/種/人/也/真的/是/台灣/的/命笑/感覺/標/在/上/會/很/壯觀/則/譏/沒/算/甲甲種/建地/都/不/是/地/網友/查理/痛批/這/絕對/是/炒作/房地產/怎麼/會/有/這麼/噁心/的/人/志宏/則/反串大酸/加油/法務部長/兼/農委會/主委/附註/心得/想法/黃國昌/表示/全/是/種菜/畸零/地/結果/查詢/申報/的/廉政/專刊/發現/不/是/只有/種菜/這麼/簡單/當然/這/跟/土地/的/主人/還是/差/很多/啦/不/知道/有沒有/找/顏寬恆/一起/來/遊行,[0.8182289 0.1817711]
負面,非常負面,有/人/曾經/說/過/這些/話/四/年/前/我/就/提出/了/不動產/交易/實價/課稅/提出/社會/住宅/的/主張/當時/很多/人/質疑/我/不過/現在/居住/正義/已經/成為/價值/的/主流/政府/推動/社會/住宅/可以/拉/年輕人/一/把/不必/被/沈重/的/房貸/拖/得/沒有/辦法/喘氣/房子/是/居住/的/地方/不/是/財務/炒作/的/工具/國民/擁有/自己/房子/不應該/是/遙不可及/的/夢想/我/跟/大家/保證/我們/會/把/政府/預算/裡面/那些/浪費/的/根源/一/個/一/個/堵起來/政府/很多/事/推/不/動/其實/問題/都/出/在/政府/都/不/跟/人民/溝通/我/會/要求/我/的/團隊/在/做/決定/以前/要/和/社會/充分/的/對話/要/讓/人民/知道/我們/這麼/做/的/理由/這麼/做/的/必要/可以/達成/的/效果/是/什麼/最/重要/的/有/多少/人/因此/而/受惠/又/有/多少/人/因此/而/受害/我/的/政府/不只/會/溝通/我/還/要求/它/要/公開/透明/未來/的/政府/要/做到/資訊/公開/我/願意/跟/在野黨/分享/資訊/破除/黑箱/因為/我/堅信/資訊/越/是/透明/決策/就/會/越/貼近/人民/然後/政府/還/必須/徹底/檢討/不/必要/的/管制/降低/社會/成本/與/行政/成本/最後/僵化/的/人事/制度/組織/制度/讓/政府/變/得/像是/跑不動/的/老爺車/這些/我/全部/都/要/一併/檢討/讓/每/個/部門/都/動起來/這些/理念/很/不錯/啊/感覺/跟/柯文哲/很/相近,[0.00153625 0.99846375]
